,es,it
6326,crdito,pasaporto
6327,aduanas,di
6328,subvenciones,i
6329,pensiones,di
6330,nminas,credito
6331,evidencia,evidenzia
6332,domicilio,sono
6333,pasaporte,tv
6334,carnet,porto
6335,conducir,patente
6336,documento,documento
6337,acreditativo,carta
6338,policaduanasministerio,carta
6339,licencia,carta
6340,masters,didentit
6341,areomartimo,di
6342,utilizarse,dogana
6343,carnets,patenti
6344,proporcionar,richiedente
6345,traduciones,dovr
6346,obligatorio,leva
6347,ingleses,gran
6348,legue,prega
6349,ceradas,chiuse
6350,festivos,festivit
6351,raros,rari
6352,asiticos,studi
6353,africanos,asiatici
6354,encontrarnos,ragiungerci
6355,ferocaril,feroviarie
6356,cercanas,vicine
6357,automvilmotocicletabicicleta,parchegi
6358,aparcamientos,vicini
6359,marchmont,marchmont
6360,stret,stret
6361,parqumetros,si
6362,osulton,un
6363,marina,marina
6364,agudo,agudo
6365,leonor,leonor
6366,vicario,vicario
6367,profesorado,profesori
6368,selecionado,scelti
6369,unas,unelezione
6370,selectivas,in
6371,sociocultural,socioculturale
6372,enseanzas,aver
6373,clases,in
6374,semanales,setimanali
6375,facilitar,i
6376,agrupaciones,agrupaciones
6377,acreditacin,consolato
6378,escolarizado,inscrito
6379,educativo,studente
6380,suizo,svizero
6381,matrcula,registrazione
6382,cul,quando
6383,dnde,dove
6384,inscribirse,iscriversi
6385,gratuita,gratuito
6386,desalojo,chiusura
6387,comienza,comincia
6388,clare,clare
6389,pearse,station
6390,station,westland
6391,westland,row
6392,row,row
6393,coche,automobile
6394,luas,n
6395,stephens,south
6396,tel,tel
6397,bokshopngi,e
6398,discapacitados,educativi
6399,acesibilidad,su
6400,mostrador,sedie
6401,gratuito,cibi
6402,guardaropa,bevande
6403,milenium,galeria
6404,debed,preghiamo
6405,vigilados,","
6406,adulto,e
6407,depositar,i
6408,italiamrica,italiamerica
6409,caribe,caraibi
6410,declaracin,dichiarazione
6411,articul,articolato
6412,centradas,in
6413,parlamentos,parlamenti
6414,desigualdades,","
6415,ciudadana,","
6416,democracia,democrazia
6417,pueblos,popoli
6418,mantenimiento,dela
6419,desempean,","
6420,democrtica,una
6421,dialctica,coreta
6422,corecta,dialetica
6423,poderes,diversi
6424,demandas,domande
6425,reitera,ribadisce
6426,luchar,combatere
6427,interferencia,interferenza
6428,verdadera,coruzione
6429,comprometiendo,a
6430,presentarse,presentata
6431,transparentes,trasparenti
6432,comprometindose,a
6433,involucren,paesi
6434,bajos,crescita
6435,reducir,dela
6436,mismos,stesi
6437,favorables,condizioni
6438,urgencia,lasoluta
6439,absoluta,asoluta
6440,aprobar,aprovata
6441,catstrofes,disastri
6442,prevenir,prevenire
6443,contrarestar,contrastare
6444,consecuencias,tute
6445,planeta,pianeta
6446,prioridad,priorit
6447,evidente,anche
6448,devastadores,devastanti
6449,desertificacin,desertificazione
6450,recae,","
6451,cuba,costa
6452,afecta,aflige
6453,bloqueo,delembargo
6454,votos,prima
6455,negociaciones,negoziato
6456,promueve,agevolare
6457,deuda,del
6458,soberana,sovrano
6459,dilaciones,dilazioni
6460,ordenada,modo
6461,teniendo,avendo
6462,ila,delila
6463,estratgico,caratere
6464,pobreza,povert
6465,alimentar,il
6466,compacto,ala
6467,latinoamericanos,paesi
6468,identificacin,delidentificazione
6469,conciernen,che
6470,ambas,reciproche
6471,mutuo,reciproca
6472,observa,guarda
6473,apunten,finalizata
6474,valorizacin,promuovere
6475,involucrados,valorizazione
6476,includas,incluse
6477,presentaron,presentate
6478,comienzo,linizio
6479,adoptadas,adotate
6480,anexo,alegato
6481,adicional,agiuntivo
6482,argentina,americano
6483,borador,boza
6484,legisladores,legislatori
6485,comprometen,a
6486,impulsar,per
6487,humano,di
6488,ciudadano,citadino
6489,equitativa,equa
6490,genere,livelo
6491,hotel,nome
6492,aloja,delalbergo
6493,montecitorio,montecitorio
6494,alergias,si
6495,rogamos,prega
6496,relenar,riempire
6497,molde,stampatelo
6498,remitirlo,trasmeterlo
6499,forumpialcamera,email
6500,romamiln,romamilano
6501,vertiente,versante
6502,articular,articolato
6503,bolivia,bolivia
6504,plurinacional,","
6505,hait,haiti
6506,panam,mesico
6507,paraguay,nicaragua
6508,dominicana,","
6509,uruguay,","
6510,celebrarn,terano
6511,comparten,condividono
6512,mismas,ale
6513,democracias,democrazie
6514,economas,economie
6515,juegan,giocano
6516,decimoquinta,quindicesima
6517,subcontinente,subcontinente
6518,g,g
6519,geoestratgica,di
6520,normal,normale
6521,vastos,","
6522,inexplorados,in
6523,posterior,posano
6524,refuerzo,e
6525,decenios,deceni
6526,libertad,di
6527,nazismo,nazifascismo
6528,fascismo,suoi
6529,republicana,republicana
6530,atravesado,ha
6531,sintetizar,sintetizarne
6532,consolidar,sancito
6533,afirmando,ogni
6534,difuso,","
6535,descentralizacin,decentramento
6536,estadoregiones,statoregioni
6537,tereno,delistruzione
6538,concierne,ci
6539,sustancial,leguaglianza
6540,alma,anima
6541,camino,ulteriori
6542,trabajar,lavorare
6543,multilateralismo,multilateralismo
6544,otan,e
6545,militaresciviles,tese
6546,encaminadas,ad
6547,movido,mosi
6548,convicin,convinzione
6549,criminalidad,organizata
6550,narcotrfico,","
6551,merecen,la
6552,aislacionalistas,opinione
6553,pndulo,pendolo
6554,peridicamente,periodicamente
6555,empuja,spinge
6556,simplistas,semplicistiche
6557,convienen,comodo
6558,deseables,desiderabili
6559,parecen,che
6560,afirmar,afermare
6561,precisara,ocorerebe
6562,madura,matura
6563,interdependencia,interdipendenza
6564,asla,isola
6565,tiende,","
6566,desligarse,di
6567,sucede,di
6568,respetan,non
6569,solamente,significa
6570,encontrarse,soltanto
6571,obstculo,alostacolo
6572,resolver,risolvere
6573,sinimo,sinonimo
6574,eficacia,eficacia
6575,previsin,previdenza
6576,cultivar,coltivare
6577,abrirse,aprirsi
6578,diversidad,diversit
6579,trado,portato
6580,interumpida,ininterota
6581,deberamos,dovremo
6582,tenerlo,tenerlo
6583,usted,definisce
6584,celebraremos,celebreremo
6585,frica,africa
6586,mira,guarda
6587,caminos,analoghi
6588,xitos,sucesi
6589,ceden,cedono
6590,dominado,riflesione
6591,incertidumbre,dalincerteza
6592,posteriores,pasi
6593,legislaciones,legislazioni
6594,comunitaria,i
6595,autntica,unautentica
6596,vivir,del
6597,libremente,lavorano
6598,enriquecimiento,alarichimento
6599,demos,quel
6600,animaron,che
6601,firmes,saldisimi
6602,unen,alamerica
6603,continuamente,continuamente
6604,renovados,rinovati
6605,araigada,radicata
6606,superfluo,superfluo
6607,insistir,insistere
6608,resultante,derivante
6609,latinoamericana,dalincontro
6610,autctonas,autoctone
6611,continente,semina
6612,homogneo,omogeneo
6613,primigenias,primigenie
6614,geogrfica,","
6615,decididamente,aperte
6616,existen,ne
6617,aspirar,sembrano
6618,autosostenible,nazionale
6619,negativas,le
6620,caracterizadas,che
6621,inestabilidad,da
6622,dinmicas,dinamiche
6623,largas,e
6624,poblacin,vietate
6625,umbral,la
6626,evoluciones,andamenti
6627,manifestado,espreso
6628,esperamos,che
6629,acuerdos,svilupo
6630,mercosur,come
6631,finalizacin,completamento
6632,continental,continentale
6633,miras,in
6634,profundizando,aprofondendo
6635,frentes,fronti
6636,frecuencia,frequenza
6637,sntoma,sintomo
6638,convergencia,convergenza
6639,multilaterales,multilaterali
6640,realizando,realizando
6641,mimo,mimo
6642,mayas,maya
6643,discutidos,discusi
6644,cinematogrfico,cinematografico
6645,coproduciones,coproduzioni
6646,festivales,festival
6647,asistimos,asistiamo
6648,consolidando,sta
6649,reclama,di
6650,invertir,investire
6651,relevantes,molteplici
6652,enfrentar,dobiamo
6653,inspirar,ispirare
6654,ejercicio,esercizio
6655,comporta,comporta
6656,conaturales,conaturati
6657,dignidad,dignit
6658,vencida,vinta
6659,sencilo,agevole
6660,transnacional,e
6661,envergadura,","
6662,decisivo,un
6663,drenar,prosciugare
6664,humus,lhumus
6665,fenmenos,fenomeni
6666,magnitud,sfida
6667,respuesta,risposta
6668,naci,nato
6669,palermo,palermo
6670,referido,riguardato
6671,prevalentemente,prevalentemente
6672,constitucional,giuramento
6673,indemnizacin,","
6674,expropiacin,indenit
6675,ponencias,interventi
6676,jurdicos,giuridici
6677,dict,lezioni
6678,especializacin,in
6679,ocidental,ocidentale
6680,constitucionales,costituzionali
6681,bicameral,comisione
6682,legislatura,alotobre
6683,masacres,terorismo
6684,demcratas,popolari
6685,abolicin,labolizione
6686,ordinariedad,ordinariet
6687,voto,ale
6688,mdulo,il
6689,aprobaron,quegli
6690,aboli,abolito
6691,arma,potente
6692,carabinieri,carabinieri
6693,armada,armata
6694,autnoma,autonoma
6695,intensa,presenza
6696,desplegadas,per
6697,interposicin,mantenimento
6698,bosniaherzegovina,kosovo
6699,defensores,convinti
6700,convencidos,sostenitori
6701,eleciones,lelezione
6702,administrativa,aministrativa
6703,juez,giudici
6704,jurando,il
6705,dcimosegundo,dodicesimo
6706,seoras,signore
6707,seores,signori
6708,recibir,ricevuto
6709,calurosa,calorosa
6710,amigable,acoglienza
6711,encanto,fascino
6712,forjardo,plasmato
6713,perciben,percepiscono
6714,claramente,chiaramente
6715,vitalidad,vitalit
6716,tpicas,","
6717,fructfero,frutuoso
6718,acabar,sconfigere
6719,lacra,del
6720,siembra,e
6721,amenazando,pace
6722,tenemos,dobiamo
6723,reiterar,volto
6724,prevalezca,prevalere
6725,ignorancia,","
6726,horor,democrazia
6727,cuna,cula
6728,civilizaciones,civilt
6729,subrayar,per
6730,vital,vitale
6731,ahonda,le
6732,races,radici
6733,caracterizada,carateriza
6734,dcadas,deceni
6735,integrarse,integrarsi
6736,impacta,cit
6737,profundas,profondi
6738,evidentes,","
6739,afn,voglia
6740,prosperidad,","
6741,expresarle,ringraziarla
6742,gratitud,lonore
6743,brinda,concede
6744,laves,chiavi
6745,alguna,un
6746,abrirn,aprirano
6747,grenwich,grenwich
6748,home,home
6749,your,your
6750,language,language
6751,guides,guides
6752,albergan,composti
6753,maritime,di
6754,cuty,cuty
6755,sark,sark
6756,national,il
6757,museum,maritimo
6758,incluyen,ativit
6759,explore,legete
6760,exploracin,globale
6761,martimo,maritime
6762,martima,maritimi
6763,disfrute,amirate
6764,apasiona,apasionati
6765,astronoma,astronomia
6766,barcos,navi
6767,perfecta,","
6768,precios,prezi
6769,oficinas,publici
6770,venta,acquistati
6771,park,park
6772,nicamente,solo
6773,dlr,dlr
6774,oyster,sugli
6775,autobuses,oyster
6776,cruceros,crociere
6777,embarcaderos,moli
6778,eye,","
6779,westminster,westminster
6780,gasto,spesa
6781,electoral,eletorale
6782,votacin,dela
6783,recuento,ricontegio
6784,foletos,opuscoli
6785,pose,eso
6786,legislativa,poteri
6787,presupuestaria,bilancio
6788,supervisora,controlo
6789,determinar,delue
6790,supervisar,e
6791,siguiendo,seguendo
6792,circunscripciones,circoscrizioni
6793,eurodiputados,membri
6794,eurodiputado,mep
6795,cumplan,sogete
6796,crcel,detentiva
6797,quebradas,faliti
6798,rehabilitadas,riabilitati
6799,facultades,di
6800,ocupaciones,profesioni
6801,completo,pieno
6802,irlandeses,irlandesi
6803,vivan,vivono
6804,checktheregister,nele
6805,condado,contea
6806,apelacin,apelo
6807,circuito,preso
6808,circuit,circuit
6809,court,court
6810,obstante,tutavia
6811,preparativos,modalit
6812,votan,in
6813,electores,eletori
6814,colegios,segio
6815,sochna,forze
6816,polica,sochna
6817,irlands,delambiente
6818,temporalmente,civiliasegnati
6819,desplazarse,grado
6820,colegio,segio
6821,enfermedad,malatia
6822,fsica,psichica
6823,hospitales,istituti
6824,similares,simile
6825,discapacidades,disabilit
6826,electorales,elezionial
6827,autorizados,autorizati
6828,facilidades,pi
6829,escrutador,presidente
6830,dubln,dublino
6831,cork,cork
6832,sherif,cit
6833,empieza,inizia
6834,concluye,chiude
6835,candidata,autocandidarsi
6836,postulada,candidata
6837,elector,leletore
6838,candidatos,candidati
6839,formularios,modulo
6840,registrados,registrato
6841,ir,esere
6842,afiliacin,","
6843,juradas,completamento
6844,atestiguadas,notaio
6845,fedatario,un
6846,depsito,cauzione
6847,candidato,candidato
6848,afiliado,apartitici
6849,describir,dichiararsi
6850,papeletas,devesere
6851,papeleta,eletorale
6852,validez,pronunciarsi
6853,oponerse,oporsi
6854,engaoso,fuorviante
6855,susceptible,rischia
6856,eror,confusione
6857,inecesariamente,","
6858,incorecta,inesata
6859,insuficiente,insuficiente
6860,identificar,identificare
6861,apoyos,aprovato
6862,pertinentes,previsto
6863,distinto,citadino
6864,vacantes,segi
6865,imprevistas,vacanti
6866,listas,liste
6867,suplentes,riserva
6868,jurada,sostitutiva
6869,apartado,sezione
6870,consultarse,esposte
6871,vacante,segio
6872,imprevista,vacante
6873,cubre,ocupato
6874,vase,vedere
6875,coste,costo
6876,asumido,servizio
6877,erario,carico
6878,standards,in
6879,public,ofices
6880,ofice,ofice
6881,indicando,","
6882,facilitando,e
6883,consistir,comprendere
6884,dinero,denaro
6885,propiedades,propriet
6886,animas,anonime
6887,prohibida,vietata
6888,entregada,consegnate
6889,comision,comision
6890,inspectores,agente
6891,escala,livelo
6892,canalizado,canalizate
6893,inspector,agente
6894,lmite,limite
6895,entregarse,ala
6896,ofices,comision
6897,escrito,scrito
6898,gastos,spese
6899,enviar,inviare
6900,informndoles,comunicando
6901,designados,decise
6902,ayuntamientos,determinati
6903,dichos,normalmente
6904,suelen,normalmente
6905,supervisada,da
6906,muestre,prova
6907,aceptan,acetati
6908,permiso,pasaporto
6909,estudiante,fotografia
6910,incluya,istruzione
6911,garda,polizia
6912,suficiente,segio
6913,votante,modo
6914,opcin,preferenza
6915,indica,proporzione
6916,transfiera,il
6917,sale,eleto
6918,transferirse,trasferita
6919,alfabetizacin,presidente
6920,ordenar,segio
6921,detencin,laresto
6922,sospeche,sospetato
6923,cometido,reo
6924,delito,frode
6925,concluyen,operazioni
6926,cupo,quota
6927,mnimo,prima
6928,necesarios,necesari
6929,transferencia,trasferimento
6930,excedente,di
6931,pila,busta
6932,aparte,riguarda
6933,transferibles,trasferibili
6934,preferencia,preferenza
6935,efectiva,valida
6936,restante,rimanente
6937,superan,superano
6938,eliminacin,eliminazione
6939,eliminado,eliminato
6940,pasa,pasa
6941,puestos,risultano
6942,ocupar,coprire
6943,restantes,candidati
6944,electos,consiglieri
6945,alterarse,dele
6946,descubre,rilevato
6947,contarse,","
6948,impugnar,contestato
6949,reclamacin,domanda
6950,censada,registrata
6951,alteradas,condizionata
6952,algn,ulteriore
6953,poselectoral,","
6954,corecto,coreteza
6955,declarar,dichiarare
6956,parcialmente,totalit
6957,obtuvo,agiudicati
6958,comicios,elezioni
6959,dil,dil
6960,irean,irean
6961,elegir,pu
6962,relativa,alelezione
6963,elige,elezione
6964,peticin,in
6965,encargan,responsabili
6966,condados,compresa
6967,divide,in
6968,seanad,seanad
6969,contralor,comptroler
6970,auditor,auditor
6971,autorizado,esere
6972,empleado,asunto
6973,tenga,o
6974,artculo,dela
6975,sanidad,sanit
6976,hse,apartenga
6977,fraudulentos,fraudolenti
6978,deshonestos,ilecite
6979,afectan,colpiscono
6980,corupcin,coruzione
6981,actuacin,azione
6982,inhabilitacin,interdizione
6983,censado,registrato
6984,subdivisin,delarea
6985,elaboran,ano
6986,letra,nome
6987,ayuntamientoconsejo,dal
6988,recibirlas,countycity
6989,laborables,lavorativi
6990,hospital,","
6991,distrito,distreto
6992,cundo,quando
6993,celebran,tiene
6994,fijada,la
6995,establece,inoltre
6996,reducirse,ridota
6997,costes,costo
6998,coren,delelezione
6999,dividen,sudivise
7000,dicha,tale
7001,postulacin,nomina
7002,adjunte,ocore
7003,cumplirse,una
7004,censadas,registrazione
7005,comisionado,publico
7006,censal,testimoni
7007,potestad,pu
7008,decidir,fornire
7009,expide,informative
7010,informativas,voto
7011,mesas,un
7012,apoderados,rapresentante
7013,delitos,frodi
7014,votaciones,voti
7015,efectan,usando
7016,proporcional,proporzionale
7017,transferible,trasferibile
7018,talonario,libreto
7019,cheques,asegni
7020,acta,ato
7021,sela,con
7022,alfabtico,alfabetico
7023,logotipo,e
7024,equivalente,pari
7025,examinan,solo
7026,transferida,trasferita
7027,indicada,espresa
7028,contina,finch
7029,solicitar,domanda
7030,pilas,buste
7031,tratadas,normali
7032,cuestionar,contestare
7033,cuestionarse,contestata
7034,ausencia,mancanza
7035,obstrucin,o
7036,erores,o
7037,nulas,lintera
7038,repetirn,una
7039,descrito,chairman
7040,cathaoirleach,descrito
7041,municipal,municipale
7042,electas,elete
7043,coptacin,manterano
7044,consejeros,dei
7045,terceros,parti
7046,depende,dipende
7047,asignan,asegnare
7048,automticamente,automaticamente
7049,asignara,asegner
7050,aumentarse,aumentata
7051,incuridos,sostenute
7052,notificarse,comunicate
7053,dictada,emesa
7054,oscilar,iniziare
7055,adjuntarse,detagli
7056,superen,comunicati
7057,prohibidas,tra
7058,efectivo,.
7059,censarse,chiedere
7060,votantes,speciali
7061,legislacin,materia
7062,utiliza,usato
7063,referndum,lautorit
7064,utilizar,scopo
7065,constar,alinclusione
7066,anterior,antecedente
7067,estipula,descrito
7068,referndums,referendum
7069,britnicos,inglesi
7070,municipales,locali
7071,deje,lascia
7072,intencin,ordinaria
7073,regresar,ritornarvi
7074,cumpliendo,con
7075,rfa,moduli
7076,censales,registrazione
7077,respalden,documentali
7078,naturalizacin,naturalizazione
7079,situacin,desiderano
7080,definitivo,definitivo
7081,recibirse,entro
7082,cuarteles,caserma
7083,esposasparejas,coniugeconvivente
7084,direciones,indirizo
7085,reside,residenza
7086,acompadas,acompagnate
7087,votarn,delelenco
7088,previamente,precisato
7089,prafo,paragrafo
7090,optar,amesa
7091,determina,determina
7092,inscritas,inclusi
7093,exigir,unidentificazione
7094,fotogrfica,fotografica
7095,opciones,praticabile
7096,tenida,afinch
7097,incluidas,inserite
7098,vigencia,vigenza
7099,entrar,nel
7100,presidenciales,presidenziale
7101,facilitan,publicazione
7102,enmienda,act
7103,restriciones,speciali
7104,equipaje,amese
7105,excedan,a
7106,levarse,esere
7107,volandas,trasportate
7108,depositarse,depositate
7109,consignas,guardaroba
7110,existir,esibizioni
7111,adicionales,impore
7112,temporales,restrizioni
7113,ford,for
